		capillary endothelial cell	cd4-positive alpha-beta t cell	cd8-positive alpha-beta t cell	endothelial cell of artery	endothelial cell of lymphatic vessel	endothelial cell of vascular tree	erythrocyte	fast muscle cell	macrophage	mast cell	mature nk t cell	mesenchymal stem cell	mesothelial cell	pericyte cell	skeletal muscle satellite stem cell	slow muscle cell	smooth muscle cell	t cell	tendon cell
PS615438	Infantile liver failure syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133540	Cockayne Syndrome, Type B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300855	Ogden Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
618637	Oculopharyngeal Myopathy With Leukoencephalopathy 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615760	Microcephaly, Progressive, With Seizures And Cerebral And Cerebellaratrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618170	Neurodegeneration, Childhood-onset, Stress-induced, With Variable Ataxia And Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS276300	Mismatch repair cancer syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175700	Greig Cephalopolysyndactyly Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613470	Hemolytic Anemia, Nonspherocytic, Due To Glucose Phosphate Isomerase	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
255160	Myopathy, Myosin Storage, Autosomal Recessive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259600	Multicentric Osteolysis, Nodulosis, And Arthropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616580	Au-kline Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300438	Hsd10 Mitochondrial Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS213600	Basal ganglia calcification, idiopathic	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
149730	Lacrimoauriculodentodigital Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS604004	Leukoencephalopathy, megalencephalic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604369	Sialuria, Finnish Type	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
601005	Timothy Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614098	Keppen-lubinsky Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609446	Paroxysmal Nonkinesigenic Dyskinesia, 3, With Or Without Generalized Epilepsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605637	Myopathy, Proximal, And Ophthalmoplegia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PS166780	Otofaciocervical syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS221770	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216550	Cohen Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231070	Geroderma Osteodysplastica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606854	Polymicrogyria, Bilateral Frontoparietal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
613845	Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271900	Canavan Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617290	Epilepsy, Early-onset, Vitamin B6-dependent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617810	Glycosylphosphatidylinositol Biosynthesis Defect 15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS618005	Congenital disorder of glycosylation with defective fucosylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130720	Lateral Meningocele Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS225750	Aicardi-Goutieres syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
310440	Myopathy, X-linked, With Excessive Autophagy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS161800	Nemaline myopathy	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	32	0	0	1
PS272430	Cold-induced sweating syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274400	Thyroid Hormonogenesis, Genetic Defect In, 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603543	Limb-mammary Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609056	Amish Infantile Epilepsy Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615048	Spinal Muscular Atrophy, Jokela Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS108600	Spastic ataxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
263700	Porphyria, Congenital Erythropoietic	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
251110	Methylmalonic Aciduria, Cblb Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS607596	Pontocerebellar hypoplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
616817	Microcephaly, Short Stature, And Impaired Glucose Metabolism 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619083	Delpire-mcneill Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
617537	Rahman Syndrome	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	2	1
616708	Desanto-shinawi Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS136760	Frontonasal dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613204	Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614160	Muscle Hypertrophy	1	0	0	14	0	1	0	138	1	3	0	1	1	4	127	124	36	0	20
603736	Ohdo Syndrome, Sbbys Variant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS613280	Hypermanganesemia with dystonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251950	Mitochondrial Myopathy With Lactic Acidosis	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0
PS607313	Gaze palsy, familial horizontal, with progressive scoliosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255995	Myopathy, Congenital, Bailey-bloch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS267700	Hemophagocytic lymphohistiocytosis, familial	0	0	2	0	0	0	0	0	1	1	3	2	1	0	0	0	0	3	0
609015	Trifunctional Protein Deficiency	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
617126	Alazami-yuan Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613724	Leukoencephalopathy With Dystonia And Motor Neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269150	Schinzel-giedion Midface-retraction Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS180849	Rubinstein-Taybi syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS162400	Hereditary sensory and autonomic neuropathy	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	2
PS156200	Mental retardation, autosomal dominant	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
608611	Ribose 5-phosphate Isomerase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612713	Kahrizi Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127300	Leri-weill Dyschondrosteosis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
618828	Nabais Sa-de Vries Syndrome, Type 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248800	Marinesco-sjogren Syndrome	0	0	0	0	0	0	2	1	0	0	0	1	0	2	1	3	0	0	3
201470	Acyl-coa Dehydrogenase, Short-chain, Deficiency Of	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610140	Heart-hand Syndrome, Slovenian Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614306	Cognitive Impairment With Or Without Cerebellar Ataxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605850	Dimethylglycine Dehydrogenase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606812	Fumarase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617330	Hypotonia, Ataxia, And Delayed Development Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
278780	Xeroderma Pigmentosum, Complementation Group G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618454	Developmental Delay With Or Without Dysmorphic Facies And Autism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618973	Neurodegeneration, Infantile-onset, Biotin-responsive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS607014	Mucopolysaccharidoses	0	0	0	1	0	0	0	1	1	0	1	3	1	9	0	1	1	0	1
606170	Genitopatellar Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617333	Intellectual Developmental Disorder With Dysmorphic Facies And Ptosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186000	Synpolydactyly 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608634	Neuronopathy, Distal Hereditary Motor, Type Iib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
600175	Spinal Muscular Atrophy, Distal, Congenital Nonprogressive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616875	Cerebellar Atrophy, Visual Impairment, And Psychomotor Retardation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226980	Epiphyseal Dysplasia, Multiple, With Early-onset Diabetes Mellitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618870	Skeletal Dysplasia, Mild, With Joint Laxity And Advanced Bone Age	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208230	Arthropathy, Progressive Pseudorheumatoid, Of Childhood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137440	Gerstmann-straussler Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609136	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236792	L-2-hydroxyglutaric Aciduria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS160900	Myotonic dystrophy	0	0	0	0	0	0	8	20	1	1	0	0	0	3	13	20	0	0	2
144755	Hyperostosis Cranialis Interna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618846	Diets-jongmans Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610713	Brachydactyly-syndactyly Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616200	Ruijs-aalfs Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166350	Osseous Heteroplasia, Progressive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615829	Xia-gibbs Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600627	Hypertryptophanemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300257	Danon Disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
256500	Netherton Syndrome	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300376	Muscular Dystrophy, Becker Type	4	0	0	1	0	0	28	64	1	1	0	9	0	14	155	73	1	1	7
PS601390	Van Maldergem syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250620	3-@hydroxyisobutyryl-coa Hydrolase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616852	Myopathy, Scapulohumeroperoneal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
612313	Glass Syndrome	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
PS244400	Primary ciliary dyskinesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
161200	Nail-patella Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607323	Duane-radial Ray Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230450	Gamma-glutamylcysteine Synthetase Deficiency, Hemolytic Anemia Dueto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS612199	Cerebroretinal microangiopathy with calcfications and cysts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613507	Glycogen Storage Disease Xv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615547	Schaaf-yang Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS175780	Brain small vessel disease	17	0	0	30	6	5	1	1	1	1	0	3	1	83	0	2	9	0	0
229050	Folic Acid, Transport Defect Involving	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS256730	Ceroid lipofuscinoses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS309801	Linear skin defects with multiple congenital anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226670	Epidermolysis Bullosa Simplex With Muscular Dystrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616154	Peroxisomal Fatty Acyl-coa Reductase 1 Disorder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS127000	Kenny-Caffey syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616268	Arboleda-tham Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232300	Glycogen Storage Disease Ii	0	0	0	0	0	0	0	5	0	0	0	1	0	0	6	3	0	0	0
PS184840	Otospondylomegaepiphyseal dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617384	Hyperphenylalaninemia, Mild, Non-bh4-deficient	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS168600	Parkinson disease	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0
618590	Neurodevelopmental Disorder With Brain Anomalies, Seizures, And Scoliosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS314580	Wieacker-Wolff syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162500	Neuropathy, Hereditary, With Liability To Pressure Palsies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312750	Rett Syndrome	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
300989	Meester-loeys Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245600	Multiple Joint Dislocations, Short Stature, Craniofacial Dysmorphism, With Or Without Congenital Heart Defects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616277	Mitochondrial Short-chain Enoyl-coa Hydratase 1 Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618090	Neurodevelopmental Disorder With Epilepsy And Hypoplasia Of The Corpus Callosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS164400	Spinocerebellar ataxia	0	1	0	0	0	0	0	2	0	0	1	3	0	1	1	2	0	2	3
123320	Creatine Phosphokinase, Elevated Serum	0	0	0	1	0	0	2	13	0	1	0	0	0	1	6	9	0	0	0
300048	Intestinal Pseudoobstruction, Neuronal, Chronic Idiopathic, X-linked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604416	Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243800	Johanson-blizzard Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607330	Lathosterolosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616145	Catel-manzke Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176500	Dementia, Familial British	1	0	0	2	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0
211900	Tumoral Calcinosis, Hyperphosphatemic, Familial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300209	Simpson-golabi-behmel Syndrome, Type 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169400	Pelger-huet Anomaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS250950	3-Methylglutaconic aciduria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213000	Cerebellar Hypoplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618493	Hypotonia, Hyperventilation, Impaired Intellectual Development, Dysautonomia, Epilepsy, And Eye Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS305620	Frontometaphyseal dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186300	Syndactyly, Type V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213980	Craniofacial Dysmorphism, Skeletal Anomalies, And Mental Retardationsyndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608572	Burn-mckeown Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261515	D-bifunctional Protein Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607225	Spastic Paralysis, Infantile-onset Ascending	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618603	Neurodevelopmental Disorder With Hypotonia And Variable Intellectual And Behavioral Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153400	Lymphedema-distichiasis Syndrome	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610187	Diaphragmatic Hernia 3	1	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	4
229700	Fructose-1,6-bisphosphatase Deficiency	0	2	1	0	0	0	11	2	4	3	3	1	0	0	0	2	1	5	3
602342	Pierpont Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608885	Stomatin-deficient Cryohydrocytosis With Neurologic Defects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613839	Megaloblastic Anemia Due To Dihydrofolate Reductase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS248600	Maple syrup urine disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616505	Neuropathy, Hereditary Motor And Sensory, Type Vib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252650	Mucolipidosis Iv	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	1
PS617468	Arthrogryposis multiplex congenita	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	1
308050	Congenital Hemidysplasia With Ichthyosiform Erythroderma And Limb Defects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277400	Methylmalonic Aciduria And Homocystinuria, Cblc Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257220	Niemann-pick Disease, Type C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
616737	Takenouchi-kosaki Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615553	Arthrogryposis, Mental Retardation, And Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS132400	Epiphyseal dysplasia, multiple	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
613870	Hirschsprung Disease, Cardiac Defects, And Autonomic Dysfunction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616577	Epilepsy, Hearing Loss, And Mental Retardation Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219800	Cystinosis, Nephropathic	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
312870	Simpson-golabi-behmel Syndrome, Type 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611489	Corticosteroid-binding Globulin Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618797	Neurodevelopmental Disorder With Hypotonia, Neonatal Respiratory Insufficiency, And Thermodysregulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613471	Reynolds Syndrome	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
615873	Helsmoortel-van Der Aa Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618501	Cerebellar Atrophy With Seizures And Variable Developmental Delay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618804	Sandestig-stefanova Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617721	Neuronopathy, Distal Hereditary Motor, Type Ix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS208500	Short-rib thoracic dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181405	Scapuloperoneal Spinal Muscular Atrophy	1	0	0	0	0	0	1	29	0	0	0	2	0	1	10	33	0	0	7
617643	Cerebellar Atrophy, Developmental Delay, And Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS236600	Hydrocephalus, congenital	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0
614307	Alpha-methylacyl-coa Racemase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617755	Neurodevelopmental Disorder With Dysmorphic Facies And Distal Limb Anomalies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244450	Kaufman Oculocerebrofacial Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109400	Basal Cell Nevus Syndrome	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
246450	3-hydroxy-3-methylglutaryl-coa Lyase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610474	Camptodactyly, Tall Stature, And Hearing Loss Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259770	Osteoporosis-pseudoglioma Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225280	Eem Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS604391	Ataxia-telangiectasia-like disorder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222600	Diastrophic Dysplasia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601088	Ayme-gripp Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614813	Short Stature, Onychodysplasia, Facial Dysmorphism, And Hypotrichosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618268	Trichohepatoneurodevelopmental Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
613078	Nijmegen Breakage Syndrome-like Disorder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616449	Basel-vanagaite-smirin-yosef Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617066	Muscular Dystrophy, Congenital, Davignon-chauveau Type	0	0	0	0	1	0	0	9	1	0	0	1	0	5	8	5	0	0	6
617804	Neurodevelopmental Disorder With Severe Motor Impairment And Absent Language	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613385	Autoimmune Disease, Multisystem, With Facial Dysmorphism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617561	Cohen-gibson Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301022	Neurodevelopmental Disorder, X-linked, With Craniofacial Abnormalities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618356	Neurodevelopmental Disorder With Central And Peripheral Motor Dysfunction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616859	Spasticity, Childhood-onset, With Hyperglycinemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604454	Welander Distal Myopathy	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	14	0	0	2
618284	Microcephaly, Cataracts, Impaired Intellectual Development, And Dystonia With Abnormal Striatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617260	Global Developmental Delay, Absent Or Hypoplastic Corpus Callosum, And Dysmorphic Facies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208050	Arterial Tortuosity Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236500	Multinucleated Neurons, Anhydramnios, Renal Dysplasia, Cerebellar Hypoplasia, And Hydranencephaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS256520	Neu-Laxova syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277410	Methylmalonic Aciduria And Homocystinuria, Cbld Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600334	Tibial Muscular Dystrophy, Tardive	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	14	0	0	2
PS164310	Oculopharyngodistal myopathy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302500	Spinocerebellar Ataxia, X-linked 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617306	Coloboma, Osteopetrosis, Microphthalmia, Macrocephaly, Albinism, And Deafness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS254090	Ullrich congenital muscular dystrophy	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3
