Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
201300	"Neuropathy, Hereditary Sensory And Autonomic, Type Ii"	605232	WNK1	Wnk1	1	1	PS162400	Hereditary sensory and autonomic neuropathy	1	1			
201450	"Acyl-coa Dehydrogenase, Medium-chain, Deficiency Of"	607008	ACADM	Acadm	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
201470	"Acyl-coa Dehydrogenase, Short-chain, Deficiency Of"	606885	ACADS	Acads	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
201475	"Acyl-coa Dehydrogenase, Very Long-chain, Deficiency Of"	609575	ACADVL	Acadvl	1	1			1	1		['slow.muscle.cell']	
201750	Antley-bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis	124015	POR	Por	1	1			1	1			
203450	Alexander Disease	137780	GFAP	Gfap	1	1			0	0			
203700	Mitochondrial Dna Depletion Syndrome 4a (alpers Type)	174763	POLG	Polg	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
204750	2-@aminoadipic 2-oxoadipic Aciduria	614984	DHTKD1	Dhtkd1	1	1			1	0			
205100	"Amyotrophic Lateral Sclerosis 2, Juvenile"	606352	ALS2	Als2	1	1	PS105400	Amyotrophic lateral sclerosis	1	0			
205400	Tangier Disease	600046	ABCA1	Abca1	1	1			1	1		['macrophage']	['macrophage']
206900	"Microphthalmia, Syndromic 3"	184429	SOX2	Sox2	1	1	PS309800	"Microphthalmia, syndromic"	0	1			
206920	Microphthalmia With Limb Anomalies	608488	SMOC1	Smoc1	1	1			1	0			
207410	Antley-bixler Syndrome Without Genital Anomalies Or Disordered Steroidogenesis	176943	FGFR2	Fgfr2	1	1			0	0			
207800	Argininemia	608313	ARG1	Arg1	1	1			0	0			
208050	Arterial Tortuosity Syndrome	606145	SLC2A10	Slc2a10	1	1			1	0			
208085	"Arthrogryposis, Renal Dysfunction, And Cholestasis"	608552	VPS33B	Vps33b	1	1	PS208085	"Arthrogryposis, renal dysfunction, and cholestasis"	0	0			
208100	"Arthrogryposis Multiplex Congenita, Neurogenic Type"	617946	ERGIC1	Ergic1	1	1	PS617468	Arthrogryposis multiplex congenita	1	1			
208150	Fetal Akinesia Deformation Sequence	601296	MUSK	Musk	1	1	PS208150	Fetal akinesia deformation sequence	1	1			
208230	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood"	603400	CCN6	Ccn6	1	1			0	0			
208250	Camptodactyly-arthropathy-coxa Vara-pericarditis Syndrome	604283	PRG4		1	1			1	0			
208400	Aspartylglucosaminuria	613228	AGA	Aga	1	1			1	1		['mesothelial.cell']	
208920	"Ataxia, Early-onset, With Oculomotor Apraxia And Hypoalbuminemia"	606350	APTX	Aptx	1	1			1	1		['cd4.positive..alpha.beta.t.cell']	
210000	Behr Syndrome	605290	OPA1	Opa1	1	1			1	0			
210200	3-methylcrotonyl-coa Carboxylase 1 Deficiency	609010	MCCC1	Mccc1	1	1	PS210200	Methylcrotonylglycinuria	1	0		"['mature.nk.t.cell', 'mesothelial.cell']"	
210210	3-methylcrotonyl-coa Carboxylase 2 Deficiency	609014	MCCC2	Mccc2	1	1	PS210200	Methylcrotonylglycinuria	1	1		"['mature.nk.t.cell', 'mesothelial.cell']"	
210600	Seckel Syndrome 1	601215	ATR	Atr	1	1	PS210600	Seckel syndrome	0	0			
210710	"Microcephalic Osteodysplastic Primordial Dwarfism, Type I"	601428	RNU4ATAC		1	1			0	0			
211500	"Bulbar Palsy, Progressive, Of Childhood"	613350	SLC52A3	Slc52a3	1	1			0	1			
211530	"Bulbar Palsy, Progressive, With Sensorineural Deafness"	613350	SLC52A3	Slc52a3	1	1	PS211530	Brown-Vialetto-Van Laere syndrome	0	1			
211750	C Syndrome	606037	CD96	Cd96	1	1			1	1		"['cd8.positive..alpha.beta.t.cell', 't.cell']"	['T.helper.17.cell']
211900	"Tumoral Calcinosis, Hyperphosphatemic, Familial"	601756	GALNT3	Galnt3	1	1			1	0			
212065	"Congenital Disorder Of Glycosylation, Type Ia"	601785	PMM2	Pmm2	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
212066	"Congenital Disorder Of Glycosylation, Type Iia"	602616	MGAT2	Mgat2	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
212138	Carnitine-acylcarnitine Translocase Deficiency	613698	SLC25A20	Slc25a20	1	1			0	1			
212140	"Carnitine Deficiency, Systemic Primary"	603377	SLC22A5	Slc22a5	1	1			1	1		"['skeletal.muscle.satellite.stem.cell', 'slow.muscle.cell']"	
212350	Cataract And Cardiomyopathy	610345	AGK	Agk	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
213000	Cerebellar Hypoplasia	605609	OXR1	Oxr1	1	1			1	1		['smooth.muscle.cell']	
213200	"Spinocerebellar Ataxia, Autosomal Recessive 2"	613036	PMPCA	Pmpca	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	1			
213300	Joubert Syndrome 1	613037	INPP5E	Inpp5e	1	1	PS213300	Joubert syndrome	1	0			
213700	Cerebrotendinous Xanthomatosis	606530	CYP27A1	Cyp27a1	1	1			1	1		['mesenchymal.stem.cell']	
213980	"Craniofacial Dysmorphism, Skeletal Anomalies, And Mental Retardationsyndrome"	614123	TMCO1	Tmco1	1	1			1	1			
214100	Zellweger Syndrome	602136	PEX1	Pex1	1	1	PS214100	Peroxisome biogenesis disorder	1	0			
214110	Peroxisome Biogenesis Disorder 2a (zellweger)	600414	PEX5	Pex5	1	1	PS214100	Peroxisome biogenesis disorder	1	1			
214150	Cerebrooculofacioskeletal Syndrome 1	609413	ERCC6	Ercc6	1	1	PS214150	Cerebrooculofacioskeletal syndrome	0	0			
214400	"Charcot-marie-tooth Disease, Type 4a"	606598	GDAP1	Gdap1	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
214450	"Griscelli Syndrome, Type 1"	160777	MYO5A	Myo5a	1	1	PS214450	Griscelli syndrome	1	1			
214500	Chediak-higashi Syndrome	606897	LYST	Lyst	1	1			1	0			
214800	Charge Syndrome	608166	SEMA3E	Sema3e	1	1			1	1			
214800	Charge Syndrome	608892	CHD7	Chd7	1	1			1	1			
215100	"Rhizomelic Chondrodysplasia Punctata, Type 1"	601757	PEX7	Pex7	1	1	PS214100	Peroxisome biogenesis disorder	0	1			
215100	"Rhizomelic Chondrodysplasia Punctata, Type 1"	601757	PEX7	Pex7	1	1	PS215100	Rhizomelic chondrodysplasia punctata	0	1		['slow.muscle.cell']	
215150	Otospondylomegaepiphyseal Dysplasia	120290	COL11A2	Col11a2	1	1	PS184840	Otospondylomegaepiphyseal dysplasia	1	1		['tendon.cell']	['tendon.cell']
215470	Boucher-neuhauser Syndrome	603197	PNPLA6	Pnpla6	1	1			1	1		['macrophage']	
216340	"Cleidocranial Dysplasia With Micrognathia, Absent Thumbs, And Distal"	609390	FIG4	Fig4	1	1			1	0			
216360	Coach Syndrome	609884	TMEM67	Tmem67	1	1			0	1			
216400	"Cockayne Syndrome, Type A"	609412	ERCC8	Ercc8	1	1			0	0			
216550	Cohen Syndrome	607817	VPS13B	Vps13b	1	1			1	0			
218000	Agenesis Of The Corpus Callosum With Peripheral Neuropathy	604878	SLC12A6	Slc12a6	1	1			1	1			
218040	Costello Syndrome	190020	HRAS	Hras	1	1			1	0			
218340	"Craniofacial Dysmorphism With Ocular Coloboma, Absent Corpus Callosum,and Aortic Dilatation"	615140	C12orf57	Grcc10	1	1			1	1			
218400	"Craniometaphyseal Dysplasia, Autosomal Recessive"	121014	GJA1	Gja1	1	1	PS123000	Craniometaphyseal dysplasia	1	1			
218700	"Hypothyroidism, Congenital, Nongoitrous, 2"	167415	PAX8	Pax8	1	1	PS275200	"Hypothyroidism, congenital, nongoitrous"	0	0		['smooth.muscle.cell']	['pericyte.cell']
219100	"Cutis Laxa, Autosomal Recessive, Type I"	604580	FBLN5	Fbln5	1	1	PS123700	Cutis laxa	1	1			
219150	"Cutis Laxa, Autosomal Recessive, Type Iiia"	138250	ALDH18A1	Aldh18a1	1	1	PS123700	Cutis laxa	1	1			
219200	"Cutis Laxa, Autosomal Recessive, Type Iia"	611716	ATP6V0A2	Atp6v0a2	1	1	PS123700	Cutis laxa	1	0			
219200	"Cutis Laxa, Autosomal Recessive, Type Iia"	611716	ATP6V0A2	Atp6v0a2	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	0			
219800	"Cystinosis, Nephropathic"	606272	CTNS	Ctns	1	1			0	0			
220110	Mitochondrial Complex Iv Deficiency	185620	SURF1	Surf1	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
220111	"Leigh Syndrome, French Canadian Type"	607544	LRPPRC	Lrpprc	1	1	PS220110	"Mitochondrial complex IV deficiency, nuclear-type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
220120	D-glyceric Aciduria	610516	GLYCTK	Glyctk	1	1			0	0			
220210	Dandy-walker-like Malformation With Atrioventricular Septal Defect	610657	WASHC5	Washc5	1	1	PS220210	Ritscher-Schinzel syndrome	1	0			
220500	Doors Syndrome	613577	TBC1D24	Tbc1d24	1	1			0	0			
221770	Polycystic Lipomembranous Osteodysplasia With Sclerosing Leukoencephalopathy	604142	TYROBP	Tyrobp	1	1	PS221770	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly	1	1		['macrophage']	"['monocyte.derived.dendritic.cell', 'macrophage']"
221820	"Leukoencephalopathy, Diffuse Hereditary, With Spheroids"	164770	CSF1R	Csf1r	1	1			1	1		['macrophage']	['macrophage']
222448	Donnai-barrow Syndrome	600073	LRP2	Lrp2	1	1			1	0			
222600	Diastrophic Dysplasia	606718	SLC26A2	Slc26a2	1	1			1	1		['mast.cell']	
222700	Lysinuric Protein Intolerance	603593	SLC7A7	Slc7a7	1	1			1	1		"['macrophage', 'mesothelial.cell']"	
222765	"Rhizomelic Chondrodysplasia Punctata, Type 2"	602744	GNPAT	Gnpat	1	1	PS215100	Rhizomelic chondrodysplasia punctata	1	0		['slow.muscle.cell']	
223800	Dyggve-melchior-clausen Disease	607461	DYM	Dym	1	1			1	1		['mast.cell']	
223900	"Neuropathy, Hereditary Sensory And Autonomic, Type Iii"	603722	ELP1	Elp1	1	1	PS162400	Hereditary sensory and autonomic neuropathy	0	0			
224050	Cerebellar Hypoplasia And Mental Retardation With Or Without Quadrupedallocomotion	192977	VLDLR	Vldlr	1	1	PS224050	"Cerebellar ataxia, mental retardation, and dysequilibrium"	0	1			
224500	"Dystonia 2, Torsion, Autosomal Recessive"	142622	HPCA	Hpca	1	1	PS128100	Dystonia	0	0			
224690	"Ear, Patella, Short Stature Syndrome"	601902	ORC1	Orc1	1	1	PS224690	Meier-Gorlin syndrome	0	0		['mature.nk.t.cell']	
225280	Eem Syndrome	114021	CDH3	Cdh3	1	1			0	0			
225400	"Ehlers-danlos Syndrome, Type Vi"	153454	PLOD1	Plod1	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
225750	Aicardi-goutieres Syndrome 1	606609	TREX1	Trex1	1	1	PS225750	Aicardi-Goutieres syndrome	0	1			
225753	"Encephalopathy, Fatal Infantile, With Olivopontocerebellar Hypoplasia"	608755	TSEN54	Tsen54	1	1	PS607596	Pontocerebellar hypoplasia	1	0			
225790	Proliferative Vasculopathy And Hydranencephaly-hydrocephaly Syndrome	610865	FLVCR2	Flvcr2	1	1			0	0			
226600	"Epidermolysis Bullosa Dystrophica, Autosomal Recessive"	120120	COL7A1	Col7a1	1	1			0	0			
226600	"Epidermolysis Bullosa Dystrophica, Autosomal Recessive"	120353	MMP1	Mmp1a	1	1			0	0			
226650	"Epidermolysis Bullosa, Junctional, Non-herlitz Type"	150292	LAMC2	Lamc2	1	1			1	1			
226650	"Epidermolysis Bullosa, Junctional, Non-herlitz Type"	150310	LAMB3	Lamb3	1	1			0	0			
226650	"Epidermolysis Bullosa, Junctional, Non-herlitz Type"	113811	COL17A1		1	1			1	0			
226650	"Epidermolysis Bullosa, Junctional, Non-herlitz Type"	147557	ITGB4	Itgb4	1	1			1	1			
226650	"Epidermolysis Bullosa, Junctional, Non-herlitz Type"	600805	LAMA3	Lama3	1	1			1	0			
226670	Epidermolysis Bullosa Simplex With Muscular Dystrophy	601282	PLEC	Plec	1	1			1	1		['endothelial.cell.of.artery']	['endothelial.cell.of.artery']
226730	Epidermolysis Bullosa Junctionalis With Pyloric Atresia	147556	ITGA6	Itga6	1	1			1	1		['endothelial.cell.of.vascular.tree']	
226730	Epidermolysis Bullosa Junctionalis With Pyloric Atresia	147557	ITGB4	Itgb4	1	1			1	1		['endothelial.cell.of.vascular.tree']	
226750	Kohlschutter-tonz Syndrome	614574	ROGDI	Rogdi	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	
226960	Lowry-wood Syndrome	601428	RNU4ATAC		1	1			0	0			
226980	"Epiphyseal Dysplasia, Multiple, With Early-onset Diabetes Mellitus"	604032	EIF2AK3	Eif2ak3	1	1			1	1		['macrophage']	
227500	Factor Vii Deficiency	613878	F7	F7	1	1			0	0			
227600	Factor X Deficiency	613872	F10	F10	1	1			1	0			
228520	Fibrochondrogenesis	120280	COL11A1	Col11a1	1	1	PS228520	Fibrochondrogenesis	1	1		['tendon.cell']	['tendon.cell']
228600	"Fibromatosis, Juvenile Hyaline"	608041	ANTXR2	Antxr2	1	1			1	1		['mesenchymal.stem.cell']	['skeletal.muscle.fibroblast..fibroblast.1']
229050	"Folic Acid, Transport Defect Involving"	611672	SLC46A1	Slc46a1	1	1			0	0			
229070	Hypogonadotropic Hypogonadism 24 Without Anosmia	136530	FSHB	Fshb	1	1	PS147950	Hypogonadotropic hypogonadism with or without anosmia	0	0			
229700	"Fructose-1,6-bisphosphatase Deficiency"	611570	FBP1	Fbp1	1	1			1	0			
230000	Fucosidosis	612280	FUCA1	Fuca1	1	1			1	1		['macrophage']	
230350	Galactose Epimerase Deficiency	606953	GALE	Gale	1	1	PS230400	Galactosemia	1	0			
230450	"Gamma-glutamylcysteine Synthetase Deficiency, Hemolytic Anemia Dueto"	606857	GCLC	Gclc	1	1			1	1			
230600	"Gm1-gangliosidosis, Type Ii"	611458	GLB1	Glb1	1	1			1	1		['macrophage']	
230650	"Gm1-gangliosidosis, Type Iii"	611458	GLB1	Glb1	1	1			1	1		['macrophage']	
230900	"Gaucher Disease, Type Ii"	606463	GBA	Gba	1	1			0	1			
231000	"Gaucher Disease, Type Iii"	606463	GBA	Gba	1	1			0	1			
231050	Geleophysic Dysplasia	612277	ADAMTSL2	Adamtsl2	1	1	PS231050	Geleophysic dysplasia	1	0			
231070	Geroderma Osteodysplastica	607983	GORAB	Gorab	1	1			0	0			
231530	3-@hydroxyacyl-coa Dehydrogenase Deficiency	601609	HADH	Hadh	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
231550	Achalasia-addisonianism-alacrima Syndrome	605378	AAAS	Aaas	1	1			1	0			
231670	Glutaric Acidemia I	608801	GCDH	Gcdh	1	1			1	1		['mature.nk.t.cell']	
231680	Multiple Acyl-coa Dehydrogenase Deficiency	231675	ETFDH	Etfdh	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
231680	Multiple Acyl-coa Dehydrogenase Deficiency	608053	ETFA	Etfa	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
231680	Multiple Acyl-coa Dehydrogenase Deficiency	130410	ETFB	Etfb	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
232200	Glycogen Storage Disease Ia	613742	G6PC1	G6pc	1	1			0	0			
232300	Glycogen Storage Disease Ii	606800	GAA	Gaa	1	1			1	1		['macrophage']	
232400	Glycogen Storage Disease Iii	610860	AGL	Agl	1	1			1	0			
232500	Glycogen Storage Disease Iv	607839	GBE1	Gbe1	1	1			1	1		['slow.muscle.cell']	['striated.muscle.cell']
232600	Glycogen Storage Disease V	608455	PYGM	Pygm	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
232800	Glycogen Storage Disease Vii	610681	PFKM	Pfkm	1	1			1	1		['fast.muscle.cell']	['striated.muscle.cell']
233400	"Gonadal Dysgenesis, Xx Type, With Deafness"	601860	HSD17B4	Hsd17b4	1	1	PS233400	Perrault syndrome	1	1		['macrophage']	
233910	Gtp Cyclohydrolase I Deficiency	600225	GCH1	Gch1	1	1			1	1		['endothelial.cell.of.artery']	
234050	"Trichothiodystrophy, Nonphotosensitive 1"	609188	MPLKIP	Mplkip	1	1	PS601675	Trichothiodystrophy	1	0			
234200	Neurodegeneration With Brain Iron Accumulation 1	606157	PANK2	Pank2	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	1			
234500	Hartnup Disorder	608893	SLC6A19	Slc6a19	1	1			0	0			
235510	Hennekam Lymphangiectasia-lymphedema Syndrome	612753	CCBE1	Ccbe1	1	1	PS235510	Hennekam lymphangiectasia-lymphedema syndrome	1	1		['tendon.cell']	['tendon.cell']
235730	Mowat-wilson Syndrome	605802	ZEB2	Zeb2	1	1			1	1		"['macrophage', 'mature.nk.t.cell']"	['macrophage']
236250	"Homocystinuria Due To Deficiency Of N(5,10)-methylenetetrahydrofolatereductase Activity"	607093	MTHFR	Mthfr	1	1			1	0			
236270	"Homocystinuria-megaloblastic Anemia Due To Defect In Cobalamin Metabolism,cble Complementation Type"	602568	MTRR	Mtrr	1	1			1	1			
236500	"Multinucleated Neurons, Anhydramnios, Renal Dysplasia, Cerebellar Hypoplasia, And Hydranencephaly"	610000	CEP55	Cep55	1	1			0	0			
236670	Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eye	607423	POMT1	Pomt1	1	1	PS236670	"Muscular dystrophy-dystroglycanopathy, type A"	0	0			
236680	Hydrolethalus Syndrome 1	610693	HYLS1	Hyls1	1	1	PS236680	Hydrolethalus syndrome	0	0			
236792	L-2-hydroxyglutaric Aciduria	609584	L2HGDH	L2hgdh	1	1			0	0			
236800	Hydroxykynureninuria	605197	KYNU	Kynu	1	1			1	0			
238970	Hyperornithinemia-hyperammonemia-homocitrullinuria Syndrome	603861	SLC25A15	Slc25a15	1	1			0	0			
239000	"Paget Disease, Juvenile"	602643	TNFRSF11B	Tnfrsf11b	1	1	PS167250	Paget disease of bone	1	1		['mesothelial.cell']	
239200	"Hyperparathyroidism, Neonatal Severe"	601199	CASR	Casr	1	1	PS145000	Hyperparathyroidism	0	0			
239300	Hyperphosphatasia With Mental Retardation Syndrome 1	610274	PIGV	Pigv	1	1	PS239300	Hyperphosphatasia with mental retardation syndrome	0	0			
239500	"Hyperprolinemia, Type I"	606810	PRODH	Prodh	1	1			0	1			
240800	"Hypoglycemia Of Infancy, Leucine-sensitive"	600509	ABCC8	Abcc8	1	1			0	0			
241200	"Bartter Syndrome, Antenatal, Type 2"	600359	KCNJ1	Kcnj1	1	1	PS601678	Bartter syndrome	0	0			
241410	Hypoparathyroidism-retardation-dysmorphism Syndrome	604934	TBCE	Tbce	1	1			1	0			
241500	"Hypophosphatasia, Infantile"	171760	ALPL	Alpl	1	1			0	1			
241510	"Hypophosphatasia, Childhood"	171760	ALPL	Alpl	1	1			0	1			
241530	"Hypophosphatemic Rickets With Hypercalciuria, Hereditary"	609826	SLC34A3	Slc34a3	1	1			0	0			
242300	"Ichthyosis, Congenital, Autosomal Recessive 1"	190195	TGM1	Tgm1	1	1	PS242300	"Ichthyosis, congenital, autosomal recessive"	1	0			
242840	"Immunodeficiency With Cleft Lip/palate, Cataract, Hypopigmentation,and Absent Corpus Callosum"	615068	EPG5	Epg5	1	1			1	0			
242860	Immunodeficiency-centromeric Instability-facial Anomalies Syndrome1	602900	DNMT3B	Dnmt3b	1	1	PS242860	Immunodeficiency-centromeric instability-facial anomalies	0	0			
243310	Baraitser-winter Syndrome 1	102630	ACTB	Actb	1	1	PS243310	Baraitser-Winter syndrome	1	1		"['macrophage', 'smooth.muscle.cell']"	['monocyte.derived.dendritic.cell']
243605	Stromme Syndrome	600236	CENPF	Cenpf	1	1			0	0			
243800	Johanson-blizzard Syndrome	605981	UBR1	Ubr1	1	1			1	1			
244450	Kaufman Oculocerebrofacial Syndrome	608047	UBE3B	Ube3b	1	1			1	1			
244460	"Kenny-caffey Syndrome, Type 1"	604934	TBCE	Tbce	1	1	PS127000	Kenny-Caffey syndrome	1	0			
245200	Krabbe Disease	606890	GALC	Galc	1	1			1	1		['mast.cell']	
245340	Erythrocyte Lactate Transporter Defect	600682	SLC16A1	Slc16a1	1	1			1	1		['mesothelial.cell']	
245348	Pyruvate Dehydrogenase E2 Deficiency	608770	DLAT	Dlat	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
245349	Pyruvate Dehydrogenase E3-binding Protein Deficiency	608769	PDHX	Pdhx	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
245400	Mitochondrial Dna Depletion Syndrome 9 (encephalomyopathic Type With Methylmalonic Aciduria)	611224	SUCLG1	Suclg1	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
245600	"Multiple Joint Dislocations, Short Stature, Craniofacial Dysmorphism, With Or Without Congenital Heart Defects"	606374	B3GAT3	B3gat3	1	1			1	1			
245800	Laurence-moon Syndrome	603197	PNPLA6	Pnpla6	1	1			1	1		['macrophage']	
246200	Donohue Syndrome	147670	INSR	Insr	1	1			1	1		['endothelial.cell.of.artery']	['vein.endothelial.cell..endothelial.stalk.cell']
246450	3-hydroxy-3-methylglutaryl-coa Lyase Deficiency	613898	HMGCL	Hmgcl	1	1			1	1		['fast.muscle.cell']	
246900	Dihydrolipoamide Dehydrogenase Deficiency	238331	DLD	Dld	1	1	PS248600	Maple syrup urine disease	1	1			
248000	"Macrocephaly/megalencephaly Syndrome, Autosomal Recessive"	612655	TBC1D7	Tbc1d7	1	1			1	1		['macrophage']	
248250	"Hypomagnesemia 3, Renal"	603959	CLDN16	Cldn16	1	1	PS602014	Hypomagnesemia	0	0		['smooth.muscle.cell']	['pericyte.cell']
248340	3mc Syndrome 3	607620	COLEC10	Colec10	1	1	PS257920	3MC syndrome	0	0			
248360	Malonyl-coa Decarboxylase Deficiency	606761	MLYCD	Mlycd	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
248370	Mandibuloacral Dysplasia	150330	LMNA	Lmna	1	1	PS248370	Mandibuloacral dysplasia with lipodystrophy	1	1	Yes		
248500	"Mannosidosis, Alpha B, Lysosomal"	609458	MAN2B1	Man2b1	1	1			0	1			
248510	"Mannosidosis, Beta A, Lysosomal"	609489	MANBA	Manba	1	1			1	1		['macrophage']	
248600	Maple Syrup Urine Disease	248610	DBT	Dbt	1	1	PS248600	Maple syrup urine disease	1	0			
248600	Maple Syrup Urine Disease	248611	BCKDHB	Bckdhb	1	1	PS248600	Maple syrup urine disease	1	1			
248600	Maple Syrup Urine Disease	608348	BCKDHA	Bckdha	1	1	PS248600	Maple syrup urine disease	0	1			
248700	Marden-walker Syndrome	613629	PIEZO2	Piezo2	1	1			1	0			
248800	Marinesco-sjogren Syndrome	608005	SIL1	Sil1	1	1			1	1	Yes	['mesothelial.cell']	
248900	Mast Syndrome	608181	SPG21	Spg21	1	1	PS303350	Spastic paraplegia	1	1			
249900	Metachromatic Leukodystrophy Due To Saposin B Deficiency	176801	PSAP	Psap	1	1			1	1		['macrophage']	['monocyte.derived.dendritic.cell']
250100	Metachromatic Leukodystrophy	607574	ARSA	Arsa	1	1			1	1			
250220	"Spondylometaphyseal Dysplasia, Sedaghatian Type"	138322	GPX4	Gpx4	1	1	PS184255	Spondylometaphyseal dysplasia	1	1			
250620	3-@hydroxyisobutyryl-coa Hydrolase Deficiency	610690	HIBCH	Hibch	1	1			1	1		['mature.nk.t.cell']	
250800	Methemoglobinemia Due To Deficiency Of Methemoglobin Reductase	613213	CYB5R3		1	1			1	0			
250940	"Homocystinuria-megaloblastic Anemia, Cblg Complementation Type"	156570	MTR	Mtr	1	1			1	1			
250950	"3-methylglutaconic Aciduria, Type I"	600529	AUH	Auh	1	1	PS250950	3-Methylglutaconic aciduria	1	1			
251000	Methylmalonic Aciduria Due To Methylmalonyl-coa Mutase Deficiency	609058	MMUT	Mmut	1	1			1	0			
251100	"Methylmalonic Aciduria, Cbla Type"	607481	MMAA	Mmaa	1	1			0	0			
251110	"Methylmalonic Aciduria, Cblb Type"	607568	MMAB	Mmab	1	1			1	0			
251260	Nijmegen Breakage Syndrome	602667	NBN	Nbn	1	1			1	1			
251280	"Microcephaly, Seizures, Spasticity, And Brain Calcifications"	605622	PCDH12	Pcdh12	1	1	PS251280	Diencephalic-mesencephalic junction dysplasia syndrome	1	0			
251290	Pseudo-torch Syndrome	602876	OCLN	Ocln	1	1	PS251290	Pseudo-TORCH syndrome	1	1			
251300	Galloway-mowat Syndrome	616144	WDR73	Wdr73	1	1	PS251300	Galloway-Mowat syndrome	1	1			
251450	Desbuquois Dysplasia 1	613165	CANT1	Cant1	1	1	PS251450	Desbuquois dysplasia	1	1		['macrophage']	
251880	"Mitochondrial Dna Depletion Syndrome, Hepatocerebral Form"	601465	DGUOK	Dguok	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
251900	"Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy"	614585	FDX2	Fdx2	1	1			0	0			
251950	Mitochondrial Myopathy With Lactic Acidosis	612123	PNPLA8	Pnpla8	1	1			1	1		['macrophage']	
252010	Mitochondrial Complex I Deficiency	602694	NDUFS4	Ndufs4	1	1	PS252010	"Mitochondrial complex I deficiency, nuclear type"	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
